,index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
1060,000540.XSHE,16.6579,4.1065,9437634715,0.7816,6.4492,26528814005,0.1123,729185392.5,647302735.5,2012/6/29,-0.0927069
1061,000559.XSHE,18.0395,2.0246,8014115777,1.1062,2.3051,13625359490,0.058,1898862764,1782606701,2012/6/29,-0.143124626
1062,000568.XSHE,17.8636,6.9562,58990272230,10.5949,16.5287,58250244043,0.928,3191989319,1408391053,2012/6/29,-0.029735636
1063,000623.XSHE,7.9327,1.6749,15509562428,1.7929,2.0056,16213310550,0.27,314664239.1,267488371.1,2012/6/29,-0.060556823
1064,000625.XSHE,58.049,1.5786,22754884207,0.3527,1.0043,41142232578,0.03,7544180418,7745001410,2012/6/29,0.053548177
1065,000627.XSHE,-30.5883,3.2364,4399167065,-2.0018,-2.8534,4533873670,-0.029,253420602.7,268177323.7,2012/6/29,-0.080002473
1066,000630.XSHE,19.1175,2.671,27437009445,0.7848,2.8019,53351835201,0.2,16758406103,16429277208,2012/6/29,-0.099997338
1067,000651.XSHE,11.4528,2.8477,62713994403,1.4019,5.923,1.23E+11,0.3902,20088107126,18740435287,2012/6/29,0.067505397
1068,000671.XSHE,15.8915,2.6135,4866930349,0.0328,0.5131,13821982245,0.02,481104534.9,467333190.9,2012/6/29,0.000490731
1069,000686.XSHE,-52.7782,3.5327,10957815359,0.3811,1.577,19553487689,0.0767,262302769.5,205234420.2,2012/6/29,-0.077601456
1070,000709.XSHE,24.4353,0.6725,28988798112,0.2491,0.8379,1.31E+11,0.034,29144221368,28695308141,2012/6/29,-0.051265437
1071,000723.XSHE,387.7229,3.6253,1676586332,-1.1769,-2.0683,2531926325,-0.07,254488063.7,264512428.6,2012/6/29,-0.052448735
1072,000725.XSHE,34.849,1.03,25826145871,-1.0529,-1.9525,54056359072,-0.037,4147641280,4914498673,2012/6/29,-0.10469506
1073,000728.XSHE,46.1809,1.4391,21428331000,0.6843,1.0435,27498277834,0.08,430691730.6,241276959.9,2012/6/29,-0.032078225
1074,000738.XSHE,50.8189,3.773,9428384870,0.4638,0.8675,11315586387,0.02,436894722.2,413178024.5,2012/6/29,-0.222004643
1075,000750.XSHE,364.7171,8.4736,22184360461,0.6369,2.3975,21039695599,0.09,351450909.3,253861657.5,2012/6/29,-0.179324835
1076,000768.XSHE,46.4567,2.0654,19449304754,-0.016,0.088,30066613943,0.0037,2392741195,2471175243,2012/6/29,-0.076432623
1077,000776.XSHE,43.0775,2.7705,88286232186,0.8188,2.029,1.31E+11,0.22,1790082283,956064499.5,2012/6/29,-0.071234936
1078,000783.XSHE,76.829,1.8475,21578227935,0.6072,1.5434,38772737550,0.08,582228761,346943430.5,2012/6/29,-0.033826165
1079,000792.XSHE,24.1852,3.7827,53711495785,1.7903,3.5337,66137778660,0.3097,1545124637,909196276.1,2012/6/29,-0.022799353
1080,000826.XSHE,35.6118,6.7613,11406911314,1.7622,4.1134,11041480554,0.162,327418692.1,249903932.1,2012/6/29,0.00043329
1081,000839.XSHE,68.5265,1.8002,10536493236,0.4067,0.7715,17670912769,0.0287,375544419.1,419290287,2012/6/29,-0.025310467
1082,000858.XSHE,17.4505,4.7583,1.24E+11,8.359,12.3853,1.34E+11,0.804,8230651473,4041835235,2012/6/29,0.068377416
1083,000876.XSHE,9.6994,2.5658,26030290758,3.2648,5.636,37881687825,0.32,17265953728,16914160872,2012/6/29,0.051423067
1084,000895.XSHE,29.8143,9.6885,37498964412,1.8475,2.9072,43812437752,0.3114,9168300011,8498975099,2012/6/29,0.004847526
1085,000938.XSHE,51.555,3.1293,2524480000,0.615,1.4655,3628361589,0.057,1193735187,1181592359,2012/6/29,-0.097140174
1086,000959.XSHE,-49.4993,1.1361,8454599262,-1.2406,-2.0055,16735451670,-0.0508,2921555124,3134268299,2012/6/29,0.056125677
1087,000961.XSHE,16.6137,2.6103,14551276756,0.4103,2.5597,39181375073,0.12,1859377321,1657721654,2012/6/29,-0.126815747
1088,000963.XSHE,31.7822,7.9423,13108611728,2.4936,7.6511,15596587280,0.2802,3516113015,3320590041,2012/6/29,0.035101805
1089,000983.XSHE,17.4307,3.2077,49158720000,2.7987,6.9486,67051604658,0.3227,8062315775,6560129573,2012/6/29,-0.074353741
1090,002007.XSHE,38.5569,5.671,14163113984,5.3435,5.3606,13366875860,0.2263,274065826.4,101893075,2012/6/29,-0.004331649
1091,002008.XSHE,11.6041,2.2007,6558810648,0.9845,1.9073,10083073849,0.0528,695363271.2,649905320.7,2012/6/29,-0.085993115
1092,002024.XSHE,12.6266,2.5237,58698217556,1.5613,4.1724,1.01E+11,0.14,22641020000,21434154000,2012/6/29,-0.235989855
1093,002027.XSHE,-18.7761,2.0411,1215387166,-1.0443,-1.483,1480428416,-0.0294,250510817.5,259600881.1,2012/6/29,-0.126871609
1094,002044.XSHE,32.6403,5.0564,1942005000,0.8191,1.4069,2226046109,0.024,129105048.3,121756199.1,2012/6/29,-0.128178377
1095,002065.XSHE,26.6413,5.0227,11782516800,2.755,3.9581,11918240618,0.172,574021056.5,509495149,2012/6/29,-0.055025912
1096,002074.XSHE,42.06,3.7418,1654493040,1.4371,2.6485,2041095554,0.05,101610507.9,90931567.53,2012/6/29,-0.095087593
1097,002081.XSHE,36.1586,8.9182,29540081850,2.714,6.2371,23770489230,0.3866,2370403455,2129798447,2012/6/29,0.019738126
1098,002142.XSHE,8.2888,1.4591,28780528879,0.393,5.378,2.71E+11,0.36,2402595000,1099491000,2012/6/29,0.018037193
1099,002146.XSHE,12.8027,3.1868,20314112000,0.7752,3.5754,39969396457,0.12,1813826111,1514856411,2012/6/29,-0.061477259
1100,002153.XSHE,29.3671,6.9936,7928928000,3.1709,3.5843,8669450876,0.13,142364325.1,109214196.8,2012/6/29,-0.044442342
1101,002174.XSHE,753.1811,6.0878,1376802689,-0.6211,-1.2551,1437898893,-0.034,54331932.94,57443837.09,2012/6/29,-0.152415411
1102,002230.XSHE,53.9898,6.145,7448882757,1.3195,1.6628,9300796155,0.08,130067692.7,110728228.5,2012/6/29,0.00253934
1103,002236.XSHE,42.2302,10.8842,17135536560,2.9129,4.3483,14067682047,0.24,498029565.2,443347074.5,2012/6/29,0.126379554
1104,002241.XSHE,53.0173,6.8446,30944130587,1.7628,3.4728,22890086830,0.15,979952086.8,839878314.6,2012/6/29,-0.063036643
1105,002252.XSHE,33.1821,7.0671,6614496000,2.1294,2.3035,6998424983,0.078,71543015.96,48150081.75,2012/6/29,-0.08959957
1106,002292.XSHE,66.9457,6.0711,8577024000,2.1215,2.3791,9404605437,0.08,267810140.6,228023252.7,2012/6/29,-0.05730796
1107,002294.XSHE,27.6499,5.2108,11767680000,4.9884,5.7403,10290819246,0.35,414950938.8,268881214.8,2012/6/29,-0.084812258
1108,002304.XSHE,28.7096,12.0068,1.45E+11,11.2245,20.1158,1.39E+11,2.46,5961705524,3032872053,2012/6/29,0.052396726
1109,002310.XSHE,41.3466,9.5184,17692334588,-0.782,-1.6309,15253089345,-0.2,251920926.3,276868648.7,2012/6/29,-0.047870482
1110,002352.XSHE,36.922,2.2006,1607983915,1.2182,1.678,1810110277,0.16,181164418.4,170834262.1,2012/6/29,-0.048883787
1111,002385.XSHE,27.5973,4.2415,15551040000,4.1034,5.0057,14816889232,0.45,2102886613,1883406244,2012/6/29,0.044841108
1112,002411.XSHE,44.542,3.5706,2832840000,1.8145,2.496,2723191042,0.08,248326413.5,226432967.5,2012/6/29,-0.025414834
1113,002415.XSHE,34.6988,7.5999,54400000000,4.2396,4.9761,43265127029,0.35,1292678631,936229586.6,2012/6/29,-0.008092486
1114,002424.XSHE,36.3825,3.9847,7860384000,1.9749,2.9872,7622925475,0.12,293591819.3,220411047.3,2012/6/29,-0.017714069
1115,002426.XSHE,45.8932,1.9892,2642706000,1.0742,1.4803,3371324194,0.0485,376287714.5,351709125.1,2012/6/29,-0.050015557
1116,002450.XSHE,61.8629,9.2579,9858154200,2.2171,4.2567,8934809246,0.0861,407522741.9,345793834.2,2012/6/29,0.118785796
1117,002456.XSHE,160.7336,5.7394,5702400000,0.8529,2.097,5733836605,0.11,363020414.4,339905413.9,2012/6/29,0.011443211
1118,002460.XSHE,65.0401,5.1963,3852000000,1.9973,2.3468,3503091110,0.115,144125080.3,124929555.7,2012/6/29,-0.092674092
1119,002465.XSHE,32.0346,1.7516,7514647126,0.2542,0.3474,8382965375,0.04,212327536.4,206187488.6,2012/6/29,-0.018143483
1120,002466.XSHE,117.6549,4.6868,4651080000,0.7308,0.8244,4333963821,0.06,82702389.92,74496802.15,2012/6/29,-0.090707486
1121,002468.XSHE,221.4987,2.546,1935360000,0.0584,0.1392,2333032621,0.0046,247213484.5,245821950.6,2012/6/29,0.12143473
1122,002470.XSHE,19.0307,2.9425,9268000000,2.9529,5.4186,12073446506,0.24,2214524463,2015681525,2012/6/29,0.080055254
1123,002475.XSHE,40.9893,5.6794,10785159000,1.402,1.7654,8930860101,0.13,592599447.1,539293199.6,2012/6/29,-0.04569403
1124,002500.XSHE,92.6891,3.2478,19774352000,0.4168,0.8942,22061679213,0.02,251344613,180104697,2012/6/29,0
1125,002508.XSHE,22.8997,2.9171,4528640000,2.1714,2.769,4763738915,0.17,354508426.2,310623014.8,2012/6/29,-0.046922993
1126,002555.XSHE,47.7841,1.7996,1382880000,0.3859,0.4202,1444090552,0.024,82715424.03,78883280.61,2012/6/29,-0.045521452
1127,002558.XSHE,29.4759,2.3241,1348270000,-1.6469,-1.6938,1415646518,-0.17,40902349.66,51859838.68,2012/6/29,-0.027799869
1128,002572.XSHE,31.1524,3.0143,4151600000,0.9173,1.0094,4158755256,0.13,140682942.9,123956492,2012/6/29,-0.046404929
1129,002601.XSHE,20.1999,3.4681,7341400000,3.5956,4.8416,8991137673,1.06,669412182.1,551912237.8,2012/6/29,-0.281261412
1130,002602.XSHE,17.5359,1.4444,2270625000,1.6765,1.8521,2622316593,0.1648,228839761.1,194685061.2,2012/6/29,-0.209243379
1131,002608.XSHE,14.4018,1.3421,2665110000,0.132,0.3703,6818935102,0.05,565234185.8,559538599.5,2012/6/29,-0.129337857
1132,002624.XSHE,30.9716,3.3351,1658000000,1.6138,2.2188,1542314027,0.11,80621753.63,72775394.49,2012/6/29,-0.27624033
1133,002673.XSHE,251.867,6.2165,20160000000,0.5717,1.7808,6715717673,0.06,209165830,131649025.3,2012/6/29,-0.186900609
1134,300003.XSHE,22.4934,4.5604,10726520000,5.7318,6.204,10774446952,0.1793,289918261.7,123649664.9,2012/6/29,-0.149142606
1135,300015.XSHE,48.9267,6.3137,8958384000,2.7445,3.4158,8831395531,0.11,354554855.8,288058012.4,2012/6/29,-0.039107158
1136,300017.XSHE,39.6078,3.161,2513692862,1.7344,1.8429,2475536562,0.09,163494229.1,147468884.6,2012/6/29,0.036216973
1137,300024.XSHE,39.3671,5.4134,6569356200,1.7106,2.2038,5427647563,0.09,230418005.8,197028550.6,2012/6/29,0.014954055
1138,300027.XSHE,49.0989,5.5791,9573984000,0.9916,1.6893,9534879793,0.05,235875166.4,204571828.7,2012/6/29,-0.011361582
1139,300033.XSHE,44.7852,2.0922,2362752000,0.9061,1.0008,2257611390,0.08,50917741.85,40270708.33,2012/6/29,0.074508583
1140,300059.XSHE,35.9928,2.2947,3958080000,1.3206,1.4101,4273739900,0.07,67819977.95,46158073.31,2012/6/29,-0.095126742
1141,300070.XSHE,47.2435,5.0112,16438422000,0.3218,0.297,13277430332,0.03,167737370.2,145714288.1,2012/6/29,-0.022058824
1142,300072.XSHE,40.9947,3.5142,4026978000,0.2171,0.3688,4316985020,0.022,179467591.8,172145159.2,2012/6/29,0.019331185
1143,300122.XSHE,50.4674,4.4464,10200000000,1.4628,1.5792,8818845292,0.09,138570988.4,98059519.84,2012/6/29,0.010587841
1144,300124.XSHE,27.0258,3.4582,8864640000,2.1729,2.348,10214400926,0.28,213819647.4,165364417.1,2012/6/29,-0.210079916
1145,300136.XSHE,30.8853,3.1424,2146774000,1.1802,1.2451,2448544891,0.0634,28700242.35,19390460.39,2012/6/29,-0.26025375
1146,300144.XSHE,33.6569,2.8999,7961184000,1.339,1.501,8168247214,0.11,70873420.76,43040180.91,2012/6/29,-0.020184495
1147,300251.XSHE,31.0055,3.1122,5627740800,1.0464,1.0963,6545244505,0.18,108637390.1,90958959.2,2012/6/29,-0.053130839
1148,300315.XSHE,57.3758,14.5435,3413947600,4.4939,4.7449,8380464.43,0.09,41603138.04,28919452.75,2012/6/29,-0.093510445
1149,600000.XSHG,5.2076,0.9663,1.52E+11,0.289,5.1603,2.80E+12,0.423,19909000000,9603000000,2012/6/29,-0.057810257
1150,600008.XSHG,21.5647,1.9736,10758000000,0.4233,1.0089,21677701668,0.0249,607409189.3,529350839.5,2012/6/29,-0.087960906
1151,600009.XSHG,16.2683,1.5609,24549450628,2.0705,2.3665,27825488227,0.19,1101307849,760376430.4,2012/6/29,-0.015699364
1152,600010.XSHG,77.0867,2.4295,31347381056,0.0206,0.0835,79776896360,0.0017,9165617342,8919140441,2012/6/29,0.024624277
1153,600015.XSHG,6.5751,0.9784,64866903099,0.1885,3.612,1.25E+12,0.34,9036740504,5879703311,2012/6/29,-0.070749434
1154,600018.XSHG,13.8336,1.3083,60528777869,1.3895,2.0146,92777221739,0.0405,5976282242,4589726392,2012/6/29,-0.020943603
1155,600019.XSHG,13.722,0.7021,75652047740,0.5347,1.14,2.10E+11,0.07,47419467219,46461271813,2012/6/29,-0.027772702
1156,600021.XSHG,23.6893,1.8905,11768565914,0.7751,2.8484,32325290667,0.0806,4042144532,3958971520,2012/6/29,-0.10087308
1157,600031.XSHG,12.0253,4.7049,1.06E+11,5.1604,13.3127,1.30E+11,0.369,14677802000,11382118000,2012/6/29,-0.144390865
1158,600038.XSHG,49.7047,3.7095,5630371500,0.3834,0.8241,7812458142,0.0369,262974959.1,245346755.5,2012/6/29,-0.133013306
1159,600048.XSHG,12.7153,2.2614,80944856394,0.336,1.5103,2.33E+11,0.09,4919743751,3929666460,2012/6/29,0.005294811
1160,600050.XSHG,46.4189,1.1065,78851338589,0.2176,0.4707,3.29E+11,0.0158,62984181231,61725116598,2012/6/29,-0.034470912
1161,600061.XSHG,-181.8766,3.6875,2102506406,-1.0279,-2.5613,3528098597,-0.03,582738764.2,596540538.7,2012/6/29,-0.128572022
1162,600066.XSHG,12.2109,2.6212,15130416851,2.5526,5.3014,21325967847,0.36,3969350239,3707524481,2012/6/29,0.015145054
1163,600068.XSHG,14.643,1.9485,22773107120,0.6982,3.7066,79342061521,0.121,11668606214,11196401912,2012/6/29,-0.131711684
1164,600074.XSHG,-38.613,5.7699,1950660360,-1.8624,-11.8176,4314258591,-0.064,421138059.5,471941590.4,2012/6/29,-0.010151118
1165,600085.XSHG,48.2373,6.2598,22721046378,3.1154,4.2821,20680431307,0.117,2296556031,2016539174,2012/6/29,-0.002914344
1166,600089.XSHG,15.6796,1.3538,17842740117,0.837,2.195,40531638750,0.1084,4238507871,4010992056,2012/6/29,-0.047263375
1167,600100.XSHG,24.2424,1.9476,16736443329,0.2216,0.5208,38708578495,0.0224,4020143891,4072174962,2012/6/29,-0.086695699
1168,600104.XSHG,7.6533,1.4485,1.58E+11,2.9431,5.3119,3.40E+11,0.509,1.24E+11,1.16E+11,2012/6/29,-0.083345297
1169,600109.XSHG,97.1538,4.3467,14393484164,0.7593,2.1984,17597025782,0.072,337107295.7,238574384.7,2012/6/29,-0.199446023
1170,600111.XSHG,22.7475,13.9695,95573856240,9.3976,19.3497,88271681526,0.997,3570219450,1612091166,2012/6/29,-0.099089517
1171,600118.XSHG,48.689,5.619,11539978565,0.8497,1.8134,14547426192,0.05,670142734.3,622279584.9,2012/6/29,-0.135824916
1172,600153.XSHG,7.5831,1.8966,16022295306,0.8557,4.5964,62581428643,0.17,18628905312,17952728160,2012/6/29,-0.10400094
1173,600157.XSHG,42.0985,2.0485,16049440532,0.8003,2.6635,27294861314,0.2112,970204019.7,720243027.8,2012/6/29,0
1174,600170.XSHG,11.4716,1.5594,16697859872,0.4611,2.7714,66841588224,0.25,20365345445,20011942584,2012/6/29,-0.14679871
1175,600177.XSHG,11.6034,1.4707,18903933291,0.599,2.055,57676369220,0.115,2054471430,1879530965,2012/6/29,0.01412929
1176,600196.XSHG,15.7281,1.9664,19634285273,1.9348,3.3935,26421983331,0.18,1646238553,1584756759,2012/6/29,0.062080834
1177,600208.XSHG,19.181,2.5668,25650255953,0.5526,2.0487,49141417362,0.033,964049103.4,1040132389,2012/6/29,-0.140442965
1178,600219.XSHG,13.0632,0.8265,12958835117,1.0168,1.2232,18002541170,0.1,3402749051,3151651602,2012/6/29,-0.01641209
1179,600221.XSHG,7.9459,1.4183,20132395568,0.2167,1.2249,82492049502,0.04,7062034000,6865138000,2012/6/29,-0.116796154
1180,600233.XSHG,15.669,1.9508,1852950000,1.7132,1.647,1735184973,0.094,206917214,172420297.5,2012/6/29,-0.028690604
1181,600271.XSHG,17.0894,3.4742,17461494000,4.3123,4.8588,18513271274,0.26,2915919081,2550838337,2012/6/29,-0.145425768
1182,600276.XSHG,38.4139,7.8354,35501773140,6.283,6.8975,29961133470,0.2686,1339998691,966945012.9,2012/6/29,-0.002090598
1183,600297.XSHG,1036.0625,2.5065,2093000000,0.1716,0.4193,2606274861,0.0098,234036051.4,234961808.3,2012/6/29,-0.127116077
1184,600309.XSHG,15.8988,3.7392,28867168512,3.1341,5.8959,37559499516,0.2,3281137343,2622401638,2012/6/29,-0.018727225
1185,600340.XSHG,10.9176,6.0059,15953929363,0.0139,0.5588,38310513150,0.03,778096873,770989818.5,2012/6/29,-0.041472192
1186,600352.XSHG,13.5227,1.1876,8414023279,0.5812,1.4802,16981042066,0.0697,2231967559,2136443022,2012/6/29,-0.090757005
1187,600369.XSHG,209.2053,2.6084,26268092096,0.9069,1.6069,27184750683,0.07,353087496.9,142827131.2,2012/6/29,-0.129094266
1188,600372.XSHG,56.5989,6.6074,23651783296,1.2968,2.4922,22940717690,0.1071,871137897,769998615.2,2012/6/29,-0.05836482
1189,600373.XSHG,16.3639,2.0458,8145638458,2.0356,4.1281,12816204176,0.28,2401087590,2287018472,2012/6/29,0.029950341
1190,600376.XSHG,11.3308,1.6523,19789497000,-0.0223,-0.045,65300748643,-0.0036,708776144.8,775209405.2,2012/6/29,-0.160121163
1191,600383.XSHG,9.6218,1.3904,28975375547,0.2127,0.7542,92493826149,0.03,1743229277,1485877639,2012/6/29,-0.109564939
1192,600390.XSHG,-27.146,3.9878,2192685000,0.7631,1.9701,2789440645,0.067,196027470.5,195986125.2,2012/6/29,-0.097080292
1193,600406.XSHG,33.975,9.8158,29446810584,1.1155,2.3155,36416553167,0.07,772541621.7,727931330.9,2012/6/29,-0.146068489
1194,600415.XSHG,32.6582,2.6461,21228535286,1.1698,2.6766,29642086636,0.08,755214353.5,486293040.8,2012/6/29,-0.088457771
1195,600436.XSHG,44.1169,9.9297,12304600000,5.0915,7.4887,10256644692,0.64,264011555.7,156957357.5,2012/6/29,0.11935476
1196,600482.XSHG,53.8649,3.2761,3932330000,0.5898,1.5879,5941132983,0.04,1166144979,1144013580,2012/6/29,-0.152401386
1197,600485.XSHG,453.087,2.5611,1219556800,-2.0981,-2.952,1449712187,-0.103,32199862.62,49022503.75,2012/6/29,-0.161361154
1198,600489.XSHG,21.8918,4.7859,42225522467,2.8198,4.6944,47042907877,0.21,6438710318,5730826276,2012/6/29,0.001853497
1199,600498.XSHG,24.8393,2.9523,11740252400,0.9118,2.3115,17217620696,0.21,1429432053,1425590552,2012/6/29,-0.123727405
1200,600518.XSHG,28.9709,3.5126,33904177328,2.5774,4.2814,34397359665,0.184,2551434522,2087876882,2012/6/29,-0.029190362
1201,600519.XSHG,25.2103,8.8797,2.48E+11,8.7773,11.2148,2.11E+11,2.86,6015967742,1843049067,2012/6/29,0.046656099
1202,600522.XSHG,16.9048,1.388,6009421022,1.1703,1.7577,9220061058,0.195,1234640715,1144572788,2012/6/29,-0.093803502
1203,600535.XSHG,37.7343,6.0187,22577940416,2.1696,4.0151,20927178641,0.2859,2128841318,1966361342,2012/6/29,0.049862649
1204,600547.XSHG,22.5094,7.4363,46733697879,4.8732,10.3158,51728592693,0.43,12899659039,12109277231,2012/6/29,0.020097197
1205,600549.XSHG,29.1692,8.4224,29945741800,1.3185,3.0968,34412566463,0.1588,1845683662,1629995759,2012/6/29,-0.195835628
1206,600570.XSHG,34.8099,6.9257,8557855488,1.9521,2.6336,7851355947,0.05,142264798.2,135482139.7,2012/6/29,-0.067050722
1207,600583.XSHG,53.9278,2.4897,23686689600,0.2721,0.5169,29685386910,0.01,1303247330,1238728448,2012/6/29,-0.039410537
1208,600588.XSHG,28.0599,5.1087,14940822450,-0.7806,-1.4185,16737280753,-0.051,485376677,619561543,2012/6/29,-0.107472098
1209,600606.XSHG,20.0514,1.8363,3889868858,0.2881,0.7433,5517202698,0.032,115805121.9,112619224.9,2012/6/29,-0.155095016
1210,600637.XSHG,38.3889,5.4009,14589942583,3.4846,4.2493,16493778638,0.1,346258899.7,230902547.8,2012/6/29,0.077860986
1211,600649.XSHG,10.1529,1.2525,16592246001,3.6814,7.883,27325120305,0.44,619725068.3,577880452.2,2012/6/29,-0.060665133
1212,600660.XSHG,10.7286,2.3792,15663353116,2.8843,5.4936,21454762596,0.18,2257348904,1832836478,2012/6/29,-0.052431338
1213,600663.XSHG,21.0494,2.0859,22916482680,0.6085,1.3967,32868480191,0.0817,552342611.8,360453596.2,2012/6/29,-0.085575527
1214,600674.XSHG,48.0342,1.6783,13650829005,0.2169,0.1683,19141923366,0.0122,301381443.7,208269998,2012/6/29,-0.106937235
1215,600682.XSHG,17.5687,2.2479,2920321733,3.6007,9.965,5092026176,0.34,768060956.6,723957344.9,2012/6/29,0.004917165
1216,600690.XSHG,11.5535,3.5136,31469694769,2.1554,7.1778,53503357857,0.231,18688577124,17847172946,2012/6/29,-0.046078619
1217,600703.XSHG,20.2985,3.6184,19653027491,2.0803,3.5509,20244483103,0.14,510363394.9,391521797.5,2012/6/29,-0.041881133
1218,600704.XSHG,12.8025,1.654,5869579328,1.0948,5.2072,25681020002,0.2727,9153023903,8791542822,2012/6/29,-0.192617747
1219,600739.XSHG,9.4544,2.1464,21289473130,2.0211,2.4765,26270310251,0.18,2422708225,2231474376,2012/6/29,-0.060254715
1220,600741.XSHG,7.6866,1.3277,23171305570,3.3338,4.7342,43624947114,0.312,14085715564,12893815096,2012/6/29,-0.010028416
1221,600795.XSHG,12.1097,1.5021,41566179769,0.2112,1.0661,1.90E+11,0.019,12857986039,12664736299,2012/6/29,-0.02965082
1222,600804.XSHG,47.9091,2.2113,7950764113,0.8694,1.7254,12357460826,0.05,565191869.7,521793468.8,2012/6/29,-0.008425597
1223,600816.XSHG,34.571,13.7281,7547304510,5.6912,9.9392,6983452998,0.1204,83134989.17,22323302.48,2012/6/29,-0.030113372
1224,600820.XSHG,10.2366,2.3698,11558068055,0.3156,0.9623,22116762484,0.1,2549681909,2672793582,2012/6/29,-0.142678567
1225,600827.XSHG,15.6365,1.6648,19481426955,1.5513,3.8543,41647511210,0.25,14549167451,13874579179,2012/6/29,-0.138335148
1226,600837.XSHG,31.1093,2.0058,92300864963,1.0595,2.2975,1.33E+11,0.13,2426157383,995711024.9,2012/6/29,-0.006231064
1227,600886.XSHG,58.8388,1.3378,15266620126,-0.0622,-0.5603,1.15E+11,-0.0279,5763218031,5777896339,2012/6/29,-0.011542982
1228,600887.XSHG,15.8553,5.1165,32900124390,2.1498,6.5963,46688132250,0.26,10257911193,9796665341,2012/6/29,-0.08649789
1229,600893.XSHG,53.0057,3.5074,14175347800,0.5219,1.1546,19752194050,0.04,1158524709,1104269298,2012/6/29,-0.144505766
1230,600895.XSHG,27.4581,2.1036,13272269444,0.286,0.7589,22456799108,0.03,311710318,293340428.5,2012/6/29,-0.107452405
1231,600900.XSHG,15.0285,1.6254,1.12E+11,0.2635,0.6029,1.93E+11,0.0251,3378420338,3355985198,2012/6/29,0.005284287
1232,600999.XSHG,30.8947,2.2034,54115369015,0.7475,2.1517,1.01E+11,0.1153,1250986560,582935562.6,2012/6/29,-0.065455597
1233,601006.XSHG,8.9337,1.5777,1.05E+11,3.6061,5.2949,1.38E+11,0.23,11190000000,7210240627,2012/6/29,-0.105097472
1234,601009.XSHG,7.3101,1.1191,25295310813,0.3533,4.6667,3.10E+11,0.35,2243664537,966257999.6,2012/6/29,-0.032857853
1235,601012.XSHG,27.2431,1.581,4733625960,0.3002,0.557,2123461306,0.06,473394507.5,469216911.7,2012/6/29,-0.28101494
1236,601018.XSHG,11.8124,1.2466,32384000000,2.3744,3.1272,38654335000,0.06,1735781000,1180573000,2012/6/29,0.014599202
1237,601099.XSHG,128.5945,4.8655,10372862108,0.3172,0.77,13315362573,0.011,117588402.4,95597271.09,2012/6/29,-0.04970941
1238,601117.XSHG,11.5277,1.8185,28463410000,0.9144,2.707,59164148214,0.08,9731599428,9226101637,2012/6/29,0.022088579
1239,601118.XSHG,40.1164,2.9397,27007148892,0.9353,1.1065,27843058985,0.0257,1820394462,1709541810,2012/6/29,-0.097201701
1240,601166.XSHG,4.9001,1.1339,1.40E+11,0.3304,6.9308,2.64E+12,0.77,19232000000,8272000000,2012/6/29,-0.038528946
1241,601169.XSHG,7.3124,1.0937,71647965575,0.3445,5.8187,1.01E+12,0.46,6302155000,2008676000,2012/6/29,-0.052435246
1242,601216.XSHG,17.2954,1.7565,8921600000,0.9826,1.4061,12462039624,0.1108,827855109.4,717824914.6,2012/6/29,-0.103326316
1243,601377.XSHG,58.828,2.7803,23056000000,0.8405,1.9675,34349107643,0.08,665592370.2,418762187.2,2012/6/29,-0.060112685
1244,601555.XSHG,92.7736,2.3812,17680000000,0.388,0.8239,23704200365,0.03,320529947.6,235991221.7,2012/6/29,-0.069001869
1245,601668.XSHG,7.1569,1.0929,1.00E+11,0.7253,2.8237,4.67E+11,0.09,1.05E+11,1.01E+11,2012/6/29,-0.065858373
1246,601669.XSHG,11.4398,1.4979,41952000000,0.4454,2.6094,1.74E+11,0.0751,24200005946,23319338831,2012/6/29,-0.194003156
1247,601688.XSHG,37.4294,1.9293,58800000000,0.5604,1.4358,1.04E+11,0.09,1574431734,943954487.4,2012/6/29,-0.106675254
1248,601718.XSHG,18.9805,1.2798,12188120000,1.4056,2.2728,18723439946,0.0555,6596203973,6351597745,2012/6/29,-0.00782108
1249,601788.XSHG,34.0558,2.0764,45015060000,0.7373,1.5641,68819921006,0.0996,969374473.1,528355269.8,2012/6/29,0.021259575
1250,601818.XSHG,5.723,1.1159,1.15E+11,0.3662,6.8882,2.02E+12,0.17,15095000000,5886000000,2012/6/29,-0.021117108
1251,601872.XSHG,122.6956,1.1238,13819425659,0.278,0.4818,20452841358,0.02,814719705,784805534,2012/6/29,-0.158369114
1252,601877.XSHG,16.6468,3.1924,15336300000,2.4251,4.0678,18482419229,0.2,2070270399,1777865555,2012/6/29,-0.024898333
1253,601888.XSHG,27.4948,4.9485,24833600000,4.6813,6.906,24608740257,0.3806,3322266803,2852938867,2012/6/29,-0.002128524
1254,601901.XSHG,162.5738,2.1747,30988000000,0.4968,0.9672,38543731633,0.02,566332691.2,310058831.4,2012/6/29,-0.12008738
1255,601933.XSHG,48.4232,4.9704,20810090000,1.2296,2.8651,28341860325,0.15,6223550539,6076463562,2012/6/29,-0.247595082
1256,601958.XSHG,56.0384,2.9923,40881077748,1.1327,1.2242,42240343840,0.05,2178530269,1968550883,2012/6/29,-0.06077232
1257,601989.XSHG,16.4275,1.9233,76125396714,0.5819,2.5184,2.17E+11,0.0702,12324348199,11164620017,2012/6/29,-0.107908688
