,index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
789,600649.XSHG,10.7154,1.3219,17511484007,3.6814,7.883,27325120305,0.44,619725068.3,577880452.2,2012/4/30,0
790,600660.XSHG,11.6203,2.577,16965294232,2.8843,5.4936,21454762596,0.18,2257348904,1832836478,2012/4/30,0
791,600663.XSHG,22.6448,2.244,24653428800,0.6085,1.3967,32868480191,0.0817,552342611.8,360453596.2,2012/4/30,0
792,600674.XSHG,46.1985,1.6141,13129142385,0.2169,0.1683,19141923366,0.0122,301381443.7,208269998,2012/4/30,0
793,600682.XSHG,20.5866,2.634,3421972092,3.6007,9.965,5092026176,0.34,768060956.6,723957344.9,2012/4/30,0
794,600690.XSHG,11.0015,3.3457,29966023346,2.1554,7.1778,53503357857,0.231,18688577124,17847172946,2012/4/30,0
795,600703.XSHG,17.062,3.0415,16519517597,2.0803,3.5509,20244483103,0.14,510363394.9,391521797.5,2012/4/30,0
796,600704.XSHG,17.0988,2.209,7839281033,1.0948,5.2072,25681020002,0.2727,9153023903,8791542822,2012/4/30,0
797,600739.XSHG,10.3514,2.3501,23309243657,2.0211,2.4765,26270310251,0.18,2422708225,2231474376,2012/4/30,0
798,600741.XSHG,8.8777,1.5334,26761953813,3.3338,4.7342,43624947114,0.312,14085715564,12893815096,2012/4/30,0
799,600795.XSHG,11.5714,1.4353,39718601727,2.678,13.803,1.85E+11,0.237,50911436830,49115312275,2012/4/30,0
800,600804.XSHG,56.6198,2.6133,9396357589,0.8694,1.7254,12357460826,0.05,565191869.7,521793468.8,2012/4/30,0
801,600816.XSHG,39.1056,15.5288,8537263826,5.6912,9.9392,6983452998,0.1204,83134989.17,22323302.48,2012/4/30,0
802,600820.XSHG,5.6715,1.313,6403641359,2.4199,11.1573,23068548870,0.8688,19691366450,19786696070,2012/4/30,0
803,600827.XSHG,16.8255,1.7913,20962773302,5.3398,13.5861,40842334684,0.85,47015157587,45180807425,2012/4/30,0
804,600837.XSHG,31.5242,2.0326,93531917470,3.0631,6.9334,1.12E+11,0.38,9292729959,5125055309,2012/4/30,0
805,600886.XSHG,53.5966,1.2186,13906459313,-0.0622,-0.5603,1.15E+11,-0.0279,5763218031,5777896339,2012/4/30,0
806,600887.XSHG,16.9725,5.4769,35218160365,2.1498,6.5963,46688132250,0.26,10257911193,9796665341,2012/4/30,0
807,600893.XSHG,62.2541,4.1193,16648679046,0.5219,1.1546,19752194050,0.04,1158524709,1104269298,2012/4/30,0
808,600895.XSHG,27.5222,2.1085,13303243235,2.6733,7.3731,21404313826,0.3,1795519891,1401367235,2012/4/30,0
809,600900.XSHG,14.3213,1.5489,1.07E+11,0.2635,0.6029,1.93E+11,0.0251,3378420338,3355985198,2012/4/30,0
810,600999.XSHG,34.221,2.4407,59941743801,0.7475,2.1517,1.01E+11,0.1153,1250986560,582935562.6,2012/4/30,0
811,601006.XSHG,9.4929,1.6764,1.11E+11,3.6061,5.2949,1.38E+11,0.23,11190000000,7210240627,2012/4/30,0
812,601009.XSHG,8.0051,1.2255,27700146700,0.9729,11.9318,2.66E+11,0.79,5269932544,2426120717,2012/4/30,0
813,601012.XSHG,31.2344,1.8127,5427125200,10.7843,21.4494,1838903670,0.73,2017989180,1740417163,2012/4/30,0
814,601018.XSHG,12.2793,1.2959,33664000000,2.3744,3.1272,38654335000,0.06,1735781000,1180573000,2012/4/30,0
815,601099.XSHG,149.2814,5.6482,12041539925,0.3172,0.77,13315362573,0.011,117588402.4,95597271.09,2012/4/30,0
816,601117.XSHG,13.4656,2.1242,33248420000,0.9144,2.707,59164148214,0.08,9731599428,9226101637,2012/4/30,0
817,601118.XSHG,45.1967,3.3119,30427268184,5.7621,8.2074,36685164084,0.1807,7360835425,6527634484,2012/4/30,0
818,601166.XSHG,5.4022,1.2501,1.54E+11,0.3304,6.9308,2.64E+12,0.77,19232000000,8272000000,2012/4/30,0
819,601169.XSHG,7.7989,1.1665,76414718658,0.3445,5.8187,1.01E+12,0.46,6302155000,2008676000,2012/4/30,0
820,601216.XSHG,21.2905,2.1623,10982400000,0.9826,1.4061,12462039624,0.1108,827855109.4,717824914.6,2012/4/30,0
821,601377.XSHG,67.7532,3.2021,26554000000,2.0813,5.1757,32929157485,0.2,2315086741,1619931497,2012/4/30,0
822,601555.XSHG,102.8485,2.6398,19600000000,0.388,0.8239,23704200365,0.03,320529947.6,235991221.7,2012/4/30,0
823,601668.XSHG,7.2427,1.106,1.01E+11,0.7253,2.8237,4.67E+11,0.09,1.05E+11,1.01E+11,2012/4/30,0
824,601669.XSHG,11.9895,1.5699,43968000000,2.7687,19.0243,1.68E+11,0.4924,1.13E+11,1.09E+11,2012/4/30,0
825,601688.XSHG,37.2868,1.9219,58576000000,0.5604,1.4358,1.04E+11,0.09,1574431734,943954487.4,2012/4/30,0
826,601718.XSHG,21.6834,1.4621,13923770000,1.4056,2.2728,18723439946,0.0555,6596203973,6351597745,2012/4/30,0
827,601788.XSHG,34.2109,2.0858,45220140000,3.1007,6.9898,55303239991,0.4519,4498480696,2510682721,2012/4/30,0
828,601818.XSHG,6.1059,1.1905,1.23E+11,0.3662,6.8882,2.02E+12,0.17,15095000000,5886000000,2012/4/30,0
829,601872.XSHG,120.7904,1.1063,13604838304,0.278,0.4818,20452841358,0.02,814719705,784805534,2012/4/30,0
830,601877.XSHG,16.6359,3.1903,15326250000,2.4251,4.0678,18482419229,0.2,2070270399,1777865555,2012/4/30,0
831,601888.XSHG,28.1768,5.0713,25449600000,4.6813,6.906,24608740257,0.3806,3322266803,2852938867,2012/4/30,0
832,601901.XSHG,168.6543,2.2561,32147000000,0.4968,0.9672,38543731633,0.02,566332691.2,310058831.4,2012/4/30,0
833,601933.XSHG,57.3753,5.8893,24657269000,1.2296,2.8651,28341860325,0.15,6223550539,6076463562,2012/4/30,0
834,601958.XSHG,62.9382,3.3607,45914580612,1.1327,1.2242,42240343840,0.05,2178530269,1968550883,2012/4/30,0
835,601989.XSHG,19.2445,2.2532,89179655496,0.5819,2.5184,2.17E+11,0.0702,12324348199,11164620017,2012/4/30,0
836,000001.XSHE,7.1103,1.0728,80385368027,0.2662,4.5681,1.36E+12,0.67,9724000000,5259000000,2012/5/31,-0.033782892
837,000002.XSHE,10.3615,1.871,1.02E+11,0.5046,2.6013,3.29E+11,0.13,10345911611,8423986178,2012/5/31,-0.036750939
838,000008.XSHE,21.8154,10.1154,746843529,-0.0087,-0.0098,693937105.8,-0.0004,76256120.94,68221065.09,2012/5/31,0.127158691
839,000060.XSHE,20.832,3.5745,19391644272,0.8728,1.6858,24875765955,0.044,3464581125,3241866390,2012/5/31,-0.082974256
840,000069.XSHE,14.012,2.7096,44937861138,0.4298,1.7706,84827703745,0.052,2540542221,2191745945,2012/5/31,0.032353748
841,000100.XSHE,22.3016,1.6223,18478157058,0.0986,0.3386,69024498541,0.0045,14548964316,14572267212,2012/5/31,-0.06878467
842,000402.XSHE,9.682,1.1288,21431725048,1.4142,4.6988,59676837142,0.29,2143808844,1752024563,2012/5/31,-0.063605253
843,000413.XSHE,138.5694,20.6482,5193480000,10.1986,7.8694,4385183409,0.0497,207764428.9,141028364.1,2012/5/31,-0.12168784
844,000415.XSHE,20.1975,1.4166,10090561127,0.2444,0.6321,19013497778,0.052,539120182.9,415134067.5,2012/5/31,-0.038992373
845,000423.XSHE,27.8666,6.8291,25650724681,7.6487,9.2807,26961281574,0.5094,713833075.5,341251362.8,2012/5/31,0.020142124
846,000425.XSHE,10.1444,1.9806,31457061849,2.033,4.7752,49378157844,0.36,7988280363,7131769256,2012/5/31,-0.059671423
847,000503.XSHE,282.7517,4.3337,5392933224,0.0925,0.2633,5334106641,0.0036,32406083.18,47617942.9,2012/5/31,-0.031666667
848,000538.XSHE,27.7381,6.0546,35393705099,3.077,5.0962,37990767462,0.42,2831893130,2494786921,2012/5/31,0.166043463
849,000540.XSHE,19.4567,4.7964,11023361957,0.7816,6.4492,26528814005,0.1123,729185392.5,647302735.5,2012/5/31,-0.143862129
850,000559.XSHE,22.0921,2.4794,9814503616,1.1062,2.3051,13625359490,0.058,1898862764,1782606701,2012/5/31,-0.141212414
851,000568.XSHE,16.6983,6.5024,55142171276,10.5949,16.5287,58250244043,0.928,3191989319,1408391053,2012/5/31,0.069784205
852,000623.XSHE,8.6886,1.8346,16987449935,1.7929,2.0056,16213310550,0.27,314664239.1,267488371.1,2012/5/31,-0.079388138
853,000625.XSHE,65.0672,1.7694,25505987011,0.3527,1.0043,41142232578,0.03,7544180418,7745001410,2012/5/31,-0.107847408
854,000627.XSHE,-29.2706,3.097,4209664483,-2.0018,-2.8534,4533873670,-0.029,253420602.7,268177323.7,2012/5/31,0.045033113
855,000630.XSHE,21.6533,3.0253,31076322615,0.7848,2.8019,53351835201,0.2,16758406103,16429277208,2012/5/31,-0.112892941
856,000651.XSHE,12.5239,3.114,68579332009,1.4019,5.923,1.23E+11,0.3902,20088107126,18740435287,2012/5/31,-0.085528944
857,000671.XSHE,16.7491,2.7545,5129573066,0.0328,0.5131,13821982245,0.02,481104534.9,467333190.9,2012/5/31,-0.051215727
858,000686.XSHE,-57.5818,3.8542,11955142778,0.3811,1.577,19553487689,0.0767,262302769.5,205234420.2,2012/5/31,-0.083424067
859,000709.XSHE,27.21,0.7489,32280566396,0.2491,0.8379,1.31E+11,0.034,29144221368,28695308141,2012/5/31,-0.092682252
860,000723.XSHE,504.2658,4.7149,2180539426,-1.1769,-2.0683,2531926325,-0.07,254488063.7,264512428.6,2012/5/31,-0.231112897
861,000725.XSHE,33.5718,0.9922,24879637907,-1.0529,-1.9525,54056359072,-0.037,4147641280,4914498673,2012/5/31,0.03802848
862,000728.XSHE,50.5408,1.575,23451354000,0.6843,1.0435,27498277834,0.08,430691730.6,241276959.9,2012/5/31,-0.086265986
863,000738.XSHE,52.5976,3.9051,9758378340,0.4638,0.8675,11315586387,0.02,436894722.2,413178024.5,2012/5/31,-0.033812185
864,000750.XSHE,348.5729,8.0986,21202371006,0.6369,2.3975,21039695599,0.09,351450909.3,253861657.5,2012/5/31,0.051569474
865,000768.XSHE,49.8892,2.218,20886323449,-0.016,0.088,30066613943,0.0037,2392741195,2471175243,2012/5/31,-0.068806003
866,000776.XSHE,47.0777,3.0277,96484450863,0.8188,2.029,1.31E+11,0.22,1790082283,956064499.5,2012/5/31,-0.084964459
867,000783.XSHE,87.9734,2.1155,24708256602,0.6072,1.5434,38772737550,0.08,582228761,346943430.5,2012/5/31,-0.126684636
868,000792.XSHE,22.5738,3.5307,50132850079,1.7903,3.5337,66137778660,0.3097,1545124637,909196276.1,2012/5/31,0.076758044
869,000826.XSHE,35.1452,6.6727,11257475795,1.7622,4.1134,11041480554,0.162,327418692.1,249903932.1,2012/5/31,0.013276105
870,000839.XSHE,74.441,1.9555,11445892949,0.4067,0.7715,17670912769,0.0287,375544419.1,419290287,2012/5/31,-0.079444001
871,000858.XSHE,17.1788,4.6843,1.22E+11,8.359,12.3853,1.34E+11,0.804,8230651473,4041835235,2012/5/31,0.015811768
872,000876.XSHE,10.3534,2.7388,27785337064,3.2648,5.636,37881687825,0.32,17265953728,16914160872,2012/5/31,-0.063152226
873,000895.XSHE,28.9229,9.3989,36377873847,1.8475,2.9072,43812437752,0.3114,9168300011,8498975099,2012/5/31,0.030816395
874,000938.XSHE,58.5833,3.556,2868633600,0.615,1.4655,3628361589,0.057,1193735187,1181592359,2012/5/31,-0.116125462
875,000959.XSHE,-51.9309,1.1919,8869912910,-1.2406,-2.0055,16735451670,-0.0508,2921555124,3134268299,2012/5/31,-0.046799102
876,000961.XSHE,18.6004,2.9225,16291357203,0.4103,2.5597,39181375073,0.12,1859377321,1657721654,2012/5/31,-0.106811117
877,000963.XSHE,28.9408,7.2323,11936649753,2.4936,7.6511,15596587280,0.2802,3516113015,3320590041,2012/5/31,0.098180103
878,000983.XSHE,20.28,3.732,57194280000,2.7987,6.9486,67051604658,0.3227,8062315775,6560129573,2012/5/31,-0.129681474
879,002007.XSHE,37.7256,5.5488,13857725440,5.3435,5.3606,13366875860,0.2263,274065826.4,101893075,2012/5/31,0.022037311
880,002008.XSHE,13.2855,2.5196,7509211554,0.9845,1.9073,10083073849,0.0528,695363271.2,649905320.7,2012/5/31,-0.100336761
881,002024.XSHE,13.7854,2.7553,64085300693,1.5613,4.1724,1.01E+11,0.14,22641020000,21434154000,2012/5/31,-0.084063927
882,002027.XSHE,-20.551,2.234,1330274510,-1.0443,-1.483,1480428416,-0.0294,250510817.5,259600881.1,2012/5/31,-0.086312868
883,002044.XSHE,35.1279,5.4418,2090010000,0.8191,1.4069,2226046109,0.024,129105048.3,121756199.1,2012/5/31,-0.060439714
884,002065.XSHE,25.8013,4.8643,11410996000,2.755,3.9581,11918240618,0.172,574021056.5,509495149,2012/5/31,0.032560957
885,002074.XSHE,43.8634,3.9022,1725436080,1.4371,2.6485,2041095554,0.05,101610507.9,90931567.53,2012/5/31,-0.041112497
886,002081.XSHE,34.7122,8.5615,28358478576,2.714,6.2371,23770489230,0.3866,2370403455,2129798447,2012/5/31,0.04167312
887,002142.XSHE,8.347,1.4693,28982396316,0.393,5.378,2.71E+11,0.36,2402595000,1099491000,2012/5/31,0.014195555
888,002146.XSHE,13.942,3.4704,22121881600,0.7752,3.5754,39969396457,0.12,1813826111,1514856411,2012/5/31,-0.07243124
889,002153.XSHE,29.9167,7.1245,8077305600,3.1709,3.5843,8669450876,0.13,142364325.1,109214196.8,2012/5/31,-0.018365238
890,002174.XSHE,684.2151,5.5304,1250734009,-0.6211,-1.2551,1437898893,-0.034,54331932.94,57443837.09,2012/5/31,0.100790553
891,002230.XSHE,64.459,7.3365,8893285404,1.3195,1.6628,9300796155,0.08,130067692.7,110728228.5,2012/5/31,-0.162416522
892,002236.XSHE,39.7128,10.2354,16114102296,2.9129,4.3483,14067682047,0.24,498029565.2,443347074.5,2012/5/31,0.063392337
893,002241.XSHE,44.1835,5.7041,25788188851,1.7628,3.4728,22890086830,0.15,979952086.8,839878314.6,2012/5/31,0.199941955
894,002252.XSHE,34.14,7.2711,6805440000,2.1294,2.3035,6998424983,0.078,71543015.96,48150081.75,2012/5/31,-0.028053495
895,002292.XSHE,68.768,6.2364,8810496000,2.1215,2.3791,9404605437,0.08,267810140.6,228023252.7,2012/5/31,-0.026505752
896,002294.XSHE,25.95,4.8904,11044185600,4.9884,5.7403,10290819246,0.35,414950938.8,268881214.8,2012/5/31,0.065515274
897,002304.XSHE,30.5837,12.7906,1.55E+11,11.2245,20.1158,1.39E+11,2.46,5961705524,3032872053,2012/5/31,-0.053020796
898,002310.XSHE,35.2075,8.1051,15065407780,-0.782,-1.6309,15253089345,-0.2,251920926.3,276868648.7,2012/5/31,0.174367002
899,002352.XSHE,39.1202,2.3316,1703715774,1.2182,1.678,1810110277,0.16,181164418.4,170834262.1,2012/5/31,-0.056181914
900,002385.XSHE,25.3213,3.8917,14268480000,4.1034,5.0057,14816889232,0.45,2102886613,1883406244,2012/5/31,0.089905611
901,002411.XSHE,40.1243,3.2164,2551878000,1.8145,2.496,2723191042,0.08,248326413.5,226432967.5,2012/5/31,0.11010625
902,002415.XSHE,30.1063,6.5941,47200000000,4.2396,4.9761,43265127029,0.35,1292678631,936229586.6,2012/5/31,0.161529562
903,002424.XSHE,34.227,3.7487,7394688000,1.9749,2.9872,7622925475,0.12,293591819.3,220411047.3,2012/5/31,0.062988153
904,002426.XSHE,49.9263,2.164,2874943800,1.0742,1.4803,3371324194,0.0485,376287714.5,351709125.1,2012/5/31,-0.080795081
905,002450.XSHE,53.5763,8.0178,8537651200,2.2171,4.2567,8934809246,0.0861,407522741.9,345793834.2,2012/5/31,-0.036344068
906,002456.XSHE,151.4251,5.407,5372160000,0.8529,2.097,5733836605,0.11,363020414.4,339905413.9,2012/5/31,0.061457578
907,002460.XSHE,63.4698,5.0709,3759000000,1.9973,2.3468,3503091110,0.115,144125080.3,124929555.7,2012/5/31,0.024730553
908,002465.XSHE,35.6349,1.9484,8359213661,0.2542,0.3474,8382965375,0.04,212327536.4,206187488.6,2012/5/31,-0.101030002
909,002466.XSHE,118.473,4.7193,4683420000,0.7308,0.8244,4333963821,0.06,82702389.92,74496802.15,2012/5/31,-0.006902479
910,002468.XSHE,217.016,2.4945,1896192000,0.0584,0.1392,2333032621,0.0046,247213484.5,245821950.6,2012/5/31,0.020663193
911,002470.XSHE,21.3736,3.3047,10409000000,2.9529,5.4186,12073446506,0.24,2214524463,2015681525,2012/5/31,-0.10962963
912,002475.XSHE,34.4798,4.7775,9072360000,1.402,1.7654,8930860101,0.13,592599447.1,539293199.6,2012/5/31,0.195628193
913,002500.XSHE,93.2549,3.2676,19774352000,0.4168,0.8942,22061679213,0.02,251344613,180104697,2012/5/31,0
914,002508.XSHE,22.2136,2.8297,4392960000,2.1714,2.769,4763738915,0.17,354508426.2,310623014.8,2012/5/31,0.03087806
915,002555.XSHE,49.451,1.8624,1431120000,0.3859,0.4202,1444090552,0.024,82715424.03,78883280.61,2012/5/31,-0.033714376
916,002558.XSHE,29.3068,2.3108,1340535000,-1.6469,-1.6938,1415646518,-0.17,40902349.66,51859838.68,2012/5/31,0.005759079
917,002572.XSHE,32.3888,3.1339,4316380000,0.9173,1.0094,4158755256,0.13,140682942.9,123956492,2012/5/31,-0.038161683
918,002601.XSHE,22.3467,3.8366,8121600000,3.5956,4.8416,8991137673,1.06,669412182.1,551912237.8,2012/5/31,-0.096063596
919,002602.XSHE,20.2728,1.6698,2625000000,1.6765,1.8521,2622316593,0.1648,228839761.1,194685061.2,2012/5/31,-0.116824972
920,002608.XSHE,15.935,1.485,2948820000,0.132,0.3703,6818935102,0.05,565234185.8,559538599.5,2012/5/31,-0.096221806
921,002624.XSHE,39.7699,4.2826,2129000000,1.6138,2.2188,1542314027,0.11,80621753.63,72775394.49,2012/5/31,-0.211980769
922,002673.XSHE,277.5035,6.8493,22212000000,0.5717,1.7808,6715717673,0.06,209165830,131649025.3,2012/5/31,-0.092382088
923,300003.XSHE,22.3402,4.5293,10653440000,5.7318,6.204,10774446952,0.1793,289918261.7,123649664.9,2012/5/31,0.006865205
924,300015.XSHE,46.3835,5.9855,8492736000,2.7445,3.4158,8831395531,0.11,354554855.8,288058012.4,2012/5/31,0.054840223
925,300017.XSHE,37.5424,2.9961,2382610719,1.7344,1.8429,2475536562,0.09,163494229.1,147468884.6,2012/5/31,0.055058619
926,300024.XSHE,37.7082,5.1852,6292532400,1.7106,2.2038,5427647563,0.09,230418005.8,197028550.6,2012/5/31,0.043999631
927,300027.XSHE,43.3609,4.9271,8455104000,0.9916,1.6893,9534879793,0.05,235875166.4,204571828.7,2012/5/31,0.132335312
928,300033.XSHE,44.7597,2.091,2361408000,0.9061,1.0008,2257611390,0.08,50917741.85,40270708.33,2012/5/31,0.000574947
929,300059.XSHE,43.5703,2.7777,4791360000,1.3206,1.4101,4273739900,0.07,67819977.95,46158073.31,2012/5/31,-0.173929841
930,300070.XSHE,47.1645,5.0029,16410933000,0.3218,0.297,13277430332,0.03,167737370.2,145714288.1,2012/5/31,0.001665172
931,300072.XSHE,43.4505,3.7247,4268207600,0.2171,0.3688,4316985020,0.022,179467591.8,172145159.2,2012/5/31,-0.056531917
932,300122.XSHE,50.6653,4.4638,10240000000,1.4628,1.5792,8818845292,0.09,138570988.4,98059519.84,2012/5/31,-0.003913147
933,300124.XSHE,32.0043,4.0952,10497600000,2.1729,2.348,10214400926,0.28,213819647.4,165364417.1,2012/5/31,-0.155562629
934,300136.XSHE,35.3742,3.5991,2458789600,1.1802,1.2451,2448544891,0.0634,28700242.35,19390460.39,2012/5/31,-0.126902846
935,300144.XSHE,33.0241,2.8453,7811496000,1.339,1.501,8168247214,0.11,70873420.76,43040180.91,2012/5/31,0.019152996
936,300251.XSHE,31.6432,3.1762,5743478400,1.0464,1.0963,6545244505,0.18,108637390.1,90958959.2,2012/5/31,-0.020138954
